src,tgt
this is as good as us,هادشي كايهمنا بزاف
i'm selling and publishing,أنا كانبيع ونشري
go to the mosque,غانمشي للمسجد
the rest of us will be waiting for you,باقي غادي نتهل فيكوم
Have you tried to make a date with me,عمرك جربتي تقاد شي أموعد و لي ختلقا معاك نصاح ڭاع
dont listen to me,ماكايسمعش ليا
where is this lottle?,فين جا هاد اللوتل؟
it's okay,كولّا سيمانا
good evening,مساء الخير
this chicken is still green,هاد الدجاج مازال خضر
this is why he stays there,هاداك راه كايبقى هكاك
why don't you come to me,كولشي تلعلي فراسي
i thought he will understand the problem,كان كيسحاب ليا غادي يستوعب المشكل فين كاين
I'm sitting here,أنا باقة جالسة هنا
do you want to be punished,هادي عقوبة
my court will ask for the stadium,و منسيناش القراعي لي طلب الأستاد
I don't want to come back,راه ماغايتعاود
It's not easy to get a new doctor to work in the city,ماشي سهل تلقا طبيب جديد كايخدم منين كاتغاير المدينة
you're gonna go downstairs,إمتا غادي ت تنزّل تامان ديال ديك تونوبيل لي عندك
what are you doing with the politics of British and French?,واش تانهضرو على السياسة لبريطانية ولا لفرنساوية?
the bricks are too expensive to eat,الطونوبيلا كتاكل بزّاف ديال لمزوت
to health,بصحة
you don't smell like a man,ماتكونش شماتة كون راجل
i'm sorry i'm late,تاع معدة تان حس براسي
we stayed with you and me,بقينا غير أنا وياك
I will find the pepper and I will take a picture of it,غادي نوجد الفلفلة ونخود ليهم تصويرة
we don't have much,ماسكنوش معانا بزاف
it's too tight,كاين شد بزاف
i said i'm sorry,قلت داكشي غير هيت تعسبت
swim and open,يسبح ويفتح
tell my aunt's boy to get one from his friends,قاليا ولد خالتي نجيب ليه واحد منيتة من عند صاحبو
God is bored,والله إيلا الملل
this is not gonna happen again,هادشي ماغاديش يتعاود
she is young,طروفة صغار
did you show you her house?,واش نوريك دارها؟
if you go to work you will find your head other than your head,إيلا مشيتي تبعتي الحرام عرف راسك را غير خرقتي راسك
what do you need,الحاج
i don't think i'll be riding,مانضنش غادي يركب فداك الموتور
i will take back my rights,أنا غادي نسترد حقي
call as a club,نادي كنادي
apply this rule,طبق هاد القاعدة
i'm a father,أنا راه كنتيب دابا
what do you want to write in Arabic,واش عندكوم كتوبة ديال العربية
i'm waiting for dinner,كاين الماتش فالعشية نتفرجو
you're going to change,نتا ليتلفان
i thought you were married,وايني راك زواق
i want to eat your birthday,أشنو بغيتي تاكل نهار عيد ميلادك
i met her and i didn't tell her,لي لقيتيها كولها ولي مالقيتيهاش ديرها
I'm going to get out of here,هادشي أصلانت علياخرجت
they're good to go,تسارود ديالو حايب
for an egg paper,لورقة بيضة
i eat meat and i eat meat,لي زع ياكل لحم و لي حشم ياكل شحم
my daughter grew up without a bride,بنتي كبرات ولات عروسة
it's hot,سخان الحال
go to the market,سير لسوق ممكن تلقاه.
we have no doubt,ماعنديش عدنا شك
i'm not at the hospital,أنا ڭالسا ف سبيتار
"Okay, come to me",أوك جيب ليك نتا
God help me,يالله أ دراري يالله دربي هادا خاصنا نمركيو بزّاف
I dare you to talk to me,نتحداك ت بهرني
what are you doing?,واش نتا واجد؟
you don't want to get anything for me,مابغيتيش تلقا شي دكشي لي دييقتيه
He's making me from the family,هو كايجيني من العائلة
and if only he will travel,وڭالو مشا سافر
where are you gonna answer the money?,منين غانجيب الفلوس؟
I'm waiting for you,كانتسنّا فيك تاارد داك شفّار
it's good to see you,سخون الحال
the death of this money for the last month has brought me food,موت نتا فهاد الفلوس كلاخر ديال شهر جيب ليا رزقي
I have a job for Tom,عندي جوج خوت توم
On the map we were waiting for the quickest way to the best part of the doctor.,بالخريطة كنّا دغيا غالقاو أسرع طريق ل أحسن ريسطورة ف السيكتور.
What's the matter?,واش سخون الحال؟
i took your hair,مشت شعرك
this is a big guy,هنا شاعب هڭار
i didn't like it,ماكانش كيعجبني الخليع
I'm waiting for you to look at a program like this,كانتسنّا فيك ت نتاقد شي برنامج بحال هادا
i didn't think i'd turn on you,ماخليت فين قلبت عليك
may he be good to you,اللهمدوله يسول فيك الخير
you are too late to recover.,تعطلي بزّاف باش تتفي العافية.
if you want to get rid of you,إوا شتي ها رابي خلصك
And I finally lost my mind to this problem,و أخيراً تهنيت من هاد المشاكل
i was learning libania,أنا كانتعلم ليبانيا
Paul is a architect,بول كايقرا الهندسة المعمارية
i was traveling with my parents,راني كنت سافرت عند واليديا
go clear your tears,سير مسح دموعك
I'm smelling me,ختي أشمن بيم
It's not a good idea,لا ماشي فكرة مزيانة
What did you eat?,واش كليتي؟
It's not the doctor's choice,ولا الخيار ديال طبيب ديالو
it's a long basket,سنسلة طويلة
i'm going to bring something i didn't know,لادخلت شي حاجة ماعرت وموهالكس
we're not allowed to do anything,سمحولنا لا درنا ليكوم شي حاجة
Did you want to order something?,واش بغيتي طلب شي ماكلة؟
Friday,الجمعة
it's plucked with eggs,صباغ بالكريات بالبيض
we will be riding in five minutes,غادي نهبطو بعد 5 دقائق
I will take care of you,خانبقا واحد سيمانة بحالك تاهيا محدة فالوراقي
we're gonna get it for you,نسورها ونسيفتها ليك
i will move you to your dog,أنا غادي نحرّك لكلب ديالك
What do you have for dinner?,باش تعشيتي؟
Why are you so late?,واش نتا دمدومة؟
i will help you not to give her laughs,جابل خدمتك ماتبقاش غير عطيها للضحك
they died too many people,ماتو بزّاف ديال ناسّ
how did you do last night?,كيدازت الدويرة لبارح?
I'm looking for another face,أتشوفو ل وجه تاني
I don't think he's too tight,ماخايكونش عاصر على الكادو بزّاف
"morning, together with hope and a quarter","صباح, معا تمانية و رباع"
i need a solution,خاصني شي حل مؤقات
you are too old to forget,عمرك نزل ليك تانسيون طال هاد الدرجة
I'm looking for a plane too much.,أنا كنشد طيارة بزاف.
I don't have you asking for anything you found,ماعندي مايتسالك كولشي وجدتيه
there's a lot of money,ميريكان فيها مايدار
I will not change the books of God,ماغادي يكون غير لي كتب الله
glamorous,تاهجاج
the farm likes money,الفلاحة عجباني فيها الفلوس
you have good food,خاصّك التاكول مزيان
you ate my food,كليتيني ف رزقي
Have you tried climbing that tree,عمرك جربتي تسلق ديك شجرة را كولها شوك
he's bringing in the colors of the service,كايحضر ب لونلي ف لخدمة
Have you tried to stay quiet,عمرك جربتي تراصي حجبانك
i thought you were too late,راني كنت لاحت زبل
i want them over a drum,فلوسي نبغيهوم فوق طبلة
God bless you in your life,الله يفهرك في حياتك
so you could stay today,كيبقيتي اليوم
you should consult with me your times,عمرك تشاور معا مراتك
this whole thing is for me to forget,هادشي كامل باش أنا نانسى
I'm waiting for you to make money,كانتسنّا فيك ت قاعدة فلوسّك باش نسافرو
give it to the police,عيّط ل لبوليس
Why don't you want to go into training,علاش مابغيتيش تدخل مجال التدريب
are we gonna get her in the drawers?,كيغانديرو نهبطوها ف الدروج؟
Have you tried to rat on my boss,عمرك جربتي تخوت على بوليسي
she's got a lot of characters,حروفها زوينين
we are going to go,حنا تا أشمن جوج
I'm waiting for you to have a trip with you to stay with your parents,كانتسنّا فيك ت ل5ي ديك رحلة لي عندك خاصك تبقا معا واليديك
he's offering with manners,كايتعرض مع الأخلاق
you don't want to pay for them,ماعباتنيش سيرفيس ديالهم
you can go,يزيان يمكنك
I dare you to have news,نتحداك ت علين ديك الخبار
they don't have money,ماعندوش فلوس دابا
i want to see everything,بغيت نشوف كلشي
he didn't tell him,وغا قول ها ليه
and i was him who gave me,و كنت أنا هو لي قدّم
you are too old to tell me this problem,عمرك ت ودح ليا بزّاف هاد المشكل
I'm not going to catch up with you a lot,مابقيتش باغي نلحق عليك كتر من القياس
i'm waiting for the cadet.,كولشي ساهم ف الكادو.
how much is too much,مكايهدرش بزاف
"excuse me, I don't have stelu",سمح ليا، ماعنديش ستيلو
I buy a new bednet,خانشري ناموسية جديدة حيت هادي لي عندي ماموريحاش
he stays in the country,باقي في البلاد
i'm going to go to salon,أنا ڭالس ف سالون
his legs are out of my sight,خرجو رجليه من شواري
you need to consult with me,خاصك تولي تشاوري
Why don't you want to redecorate,علاش مابغيتيش تعاود ديكور
he will not say,وويسيتو عبيلا يسقال
it's not lor,ڭلس لور
I came from a tree,هبت من شجرة
and give it a rest,وسبحسام
you need a job,نتا تشد قسم تمك
God save Lena boss,الله إخلي لينا رئيس
i thought he'd go to the gym for a while,كان كيسحاب ليا غادي يعيا مورا مدة ملي يدير الرياضة
"Christine, do you have a cake that's my friend's first?",كريستين، واش عندك شي كيكة هي الأولى لصاحبي؟
I want to talk to you,ماما بغيت نڭوليك شي حاجة
"As soon as she comes to the doctor's paper, we don't want to talk to him at night and answer him every day",بنسبة لدوا تالت فلورقة ديال طبيب را ماعدناش خانكومانديوه ليلا بغيتي ونجيبوه بالكتير عيدا
how is the balance between work and your life?,كيفاش كاتوازن بين الخدمة و حياتك ?
he ran for it,هرب ليه
it's too late for you,غير بشوية عليك
the library was empty,كانت المكتبة خاوية تا جينا
i tried it with me,لي جربتها تدعي معايا
it's normal,عادية باش كنتيبو
I'm thinking of moving from me,تانفكّر واش نقل مني
I'm waiting for you to fix my rights,كانتسنّا فيك ت ستاردّ حقّي
you are too late,تعطلي بزّاف باش تزيد لقداك
go see us from your headache,سيري و هنينا من صداعك
this is too much time,هادشي كاياخد بزاف د الوقت
this job isn't good for him,هاد الخدمة مامناسباش ليه
he is the manager of the grocery,باراكا مدير لينا ف شهوة
why don't you want to love me down,علاش مابغيتيش تحبيتش معايا لتحت
no more than the price,بلا ما تزيد فالثمن
Thank you when you offered us,شكران حيت عرضتي علينا
you need to work in the city,غاديو تكرفسي فلمدينة
if only I could do good,كون غير قدرت نتسور مزيان
i didn't feel like a lot of things,عمري ماحسيت بنقص من شي حاجة
you are too late to see if I'm funding you for a project,تعطلي بزّاف باش تشوف شكون إموّل ليك لمشروع
Why don't you want to be scared,علاش مابغيتيش تخبا من شفار
where's my sandals?,فين هيا سندالة ديالي؟
"No, what's wrong with the barbs?",لا، اشناهيا البربا؟
I have a meeting from dabah 15 minutes,آه، دير هادشي بزربة، عندي اجتماع من دابا 15 دقيقة
This is the first time I'm on a plane.,هادي أول مرة غادي نركب فيها ف طيارة.
I'm a bitch and I'm a bit of a bitch,شحال و أنا كانقلب على شي حدمة
for a day,لكزّ ليوما
are you scared?,خايفة نحشم بيك؟
i'm waiting,شفاري ڭاع تاحو
why don't you want to give me a nice word,علاش مابغيتيش ت وجّه ليا شي كلمة زوينة بحال هادي
she was always scared of his daughter,كانت ديما مخشية لبنيتة فبباها كاتشبعو بوسان
i'm not sure if i want to get cold,را حيتيت البوضيزا ديال الما فلفريڭو خاتجمد
Let me turn on the balls.,خليني نقلب على الكرا.
We can't be happy,مانقدروش نفرحو
I'm afraid to see you at night,كنخاف نرك ف طوبيس ف الليل
i will go to you first,تمشي تسوك شي موتور أولا طمبيل
for your safety you have arrived,على سلامتك ملي وصلتي
But I could be rich.,ولاكن إمكان يكون ضو غناي.
do you have a teacher or a student,.واش عندك ليخدم معاك أساتذة ولا غير طلبة
if you don't worry about my office,ايلا ماكنتيش قالق فالمكتب ديالي
Anything you can expect!,أيّ حاجة تقدر توقع!
it's cold,جبلي الحالة والبرود
Don't seduce the parlor,واياك تغري دار البكريدي
go to sleep,شرا سيرو ديال نعاس
Probably go to work!,غالبا غايجرّيو عليه من لخدمة!
do you have a phone call?,واش عندك ريزو ف تيليفونك?
i will stay hidden,تال إمتا غادي تبقا مخبّي علييا هادشي
you don't want to hold this company,مابغيتيش تستامد داك الماتريل من شي شركة
i still need to lock the door,مابقيتش باغي نسد لقفل ديال الباب دنيا را آمنة هنا
i'm gonna give me a chance,أنا غادي ن قلب دري إيلا جاتني الفرصة
he's going to cut the paper,سير قطّع هاد لوراق
there's nothing in here,باينة فيه ماشي من هنا
i want to take a break,نيت بجوج نرتاحو
he's working for him,واخا يوصلف الحزان
i want to punch,بغيت نكمي ڭارو
he's weird,راه غريب الأتوار
"I've stuck my hands in a drum, and I'm open to my art",و يالّاه لصقت يدي ف طبلة فالحصة ديال تفتح لفنّي
if you'll help me forget your head,وا عاوتاني نساي راسك
"i'm waiting to watch, i'm gonna get a cup of coffee",تسناو أ دراري غير نتفرجو فتتويج ونودو من القهوة
he's looking at them,راه كايقلبو عليهوم
Can we get something to drink?,إمكن ناخدو شي مشروب بجوج؟
"you're getting revenge on this guy, he killed me once to count him",خانتقم من هاداك لي قتل لي مرة كيحسابك خانصاه
I'm imagining what you have to do,راه تخيول ديالك وسع
I'm going to go!,تايبالّيا غانمشي!
you want to win,راه فتراديان حاسك تربح
what is the sand from the ground and inside of the water,باش تڭرمال من برا و لداخل كايكون رطب
how can they forget me,كيفاش نقدر نسوني ليك
How is he?,كيمّا كان لحال
listen to him very much,تانسمعو عليه بزّاف دابا
Doctor said you don't have it,طبيب قاليا ماعندك والو
i wanna talk to my friends,توحشت صحابي
"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",لا لا هوما معافرات
I don't want to hear much from you,مابقيتش باغي نستمددّ منك خبارات كتر
with whom did you suspect your ghost,مع من شتك شباحتك
i don't think i'm gonna wake up,مانضنش غادي تباتئ راك واعي
First of all?,أولّا?
i don't have my dad,والدي ماجاش عندي
no matter what we meet,لمهم تقاوفنا
i'm gonna get a doctor,سربي قبل مايجي طبيب
it's like we're waiting,كاندين كاينين فكلوزينا
he said it's cool to run an eddo in it,لي قال العصيدة باردة يدير إيدو فيها
"Ah, it's good to be thrown from the closet",آه، كانسول واش ممكن نرميو من بلاصة قريبة
this is really not what i want to do,هادشي ماكايدارش صراحة
there's nothing like this chair,راه ماموريحش هاد الكرسي
I'm going to do things,كي غاديا ل أمور
I don't want to publish that for you,مابقيتش باغي نشري هاداك توني
she saw him once in a while,هي راه مرات ولدي
i want to talk to you,بغيت نڭوليك واحد لهدرا
That's a big score.,هادشي علاش النتيجة كبيرة...
you are too late to go on the bus,تعطلي بزّاف باش تركب ف طوبيس
i thought that he will leave,كان كيسحاب ليا غادي نوڭف المغادرات دخايا
Let me send you with you,خليني ندردك معاك
you are a hypocrite,نتا منافق
It's a good idea.,فكرة مزيانة
what do you want to do?,اشنو باغي دير؟
what do you want to do,آش ولا دار توفيك
I'm living here,خريصة المعيشة هنا
"The correct word is that the air is good, but it's okay.",الكلمة الصحيحة هي أتموسفيرا، ماشي الهواء، ولكن بحال بحال
Quarters,الارباع
how much is it in the day?,شحال كاتسايبو فنهار؟
I'm waiting for a crash,شفر ليا لبزطام
go read the mosque,فو هيا تقرا مسج
I draw you,أنرسمك
the labyrinth and the birth,الهملة والولادة
I have the infection in the throat,عندي الالتهاب فالحلق
i've eaten burgers,عمرني كليت همبرغر
Don't take care of your mom,بلا ما تعتيه دوك لمولّاوانات
I'm glad you're happy,تسرفتك مستفيزة
let's be ticked,خليني نتكنق
long enough for your brothers,طالة فخوتك
give me the address,عطيني العنوان ديالك
"this evening, who do you have a date with?",هاد العشية، معامن عندك موعد؟
your age is imported from land,عمرك تستورد من برا
i told you this is not good,راه قلت ليك هادشي ماشي نورمال
there is a dam,فيه لهسد
what do you want me to do,شنو المطلوب مني دابا
if only I could make this country live in a country,كون غير قدرت ن قادر هاد البلاد حيت كلها دولم
you understand me wrong,واقيلا فهمتيني غلط
i'm sorry,كدير لي بغات
you don't answer but there is one,ماتلبتي غير الموجود
it's like in North America,كناض كاينة في أمريكا الشمالية
I'm active.,أنا ناشط.
I think it's good to be able to read your thoughts,كينين شي ناسّ كيقدرو يقراو ليك ڭاع ل أفكار ديالك
give it to us,عيطنا عليها
With surgery the heart is empty,مع العملية ديال القلب خالية واحد راجل تكلفات ليه بيها دولة
he's better off than he is now,مادوز منو خير بسطة وستين كشيفة
i have a lot of stuff for you,لي ديالي ديالك
they're going to visit,حسن وجهو بزيوار
my sister saw him too easy,نفس أختي راه ماشي ساهل
Let this day go well,خلي هاد نهار يدوز بخير
we will shake it,دابا نهزّها
What are you talking about?,واش نتا مكلخ؟
less than 5 acres,قلّ من 5 درهم
how are you doing?,كيداز ديالك نتا؟
you stand with me,وقفتي معايا ربي يخليك
I made a camera for my videos,هرسّت لكاميرا لي كانسور بيها لڤيدوات ديالي
"Uh, the brakes are caedero we have a massage",أه، الفرمليات كايديرو لينا مساج ديما
the family found their heads and they found a wedding,تا العائلة وجدو راسّهوم و حايجهوم ملي عرفو لعرسّ قريب
what do you do,أش كاتختارع
i need it,لاسورتي شي حاجة سيفتيها ليا
i don't have a plant,ماعندي فين نبات
she took a vote,تصوتا لپرايز
"bless you, Doctor",باراك الله فيك دكتور
bosses are good for skin,الخزز مسيان لجلدة
I'd like something to forget about him,لي أندو شي معلومات ينساهني لله يجازيكوم
let's go tomorrow,صافي نمشيو غدا
who is this book?,ديالمن هاد الكتاب؟
i'm waiting for him to give up my money,كان كيسحاب ليا غادي يستسلم دخيا و يخلي ليا الخدمة
let's go to school,را أدن يالله نمشيو للجمع
I'm the social person,أنا الشخص الاجتماعي
"Yeah, that's too bad","وايه, هادشي خايب بزّاف"
Let's go get a drink!,يالّاه نمشيو نشربو أتاي!
I'm going to finish the job.,غادي نقضيو الغرض.
go back to my money,رجّع ليا فلوسّي لايخليك
i didn't want to fuck,مشيت درت لا فسيت لعينين
leave it to you,خليه عليك فطيقار
I'm gonna ask you something,غادي نشياري عليك ب شي حاجة
You're not trying to change people on a duke,ماتحاولش تبدل ناس على دوق
give me a sec,عطيني ساكي
I'm taking care of us,أنا أهم كليانا عندهم
God isn't it right,و الله إلا بالصح
if you bring her a bear,إيلا جيتي ليها دبا
can you give us experience to my part and a big game?,تقدر تعاود لينا على الخبرة ديالك دد لفراقي و لعبة لكبار ?
my clothes are tonopella if i'm gonna make it,وحلات بيا تونوبيلا إن باني
Right?,بصح?
you have five,هادشي عندك خمس خمس
Here's your onion,هاهيا لبصلة ديالك
she gave me a call,عطاتني حلت ليا مجبت ليك والو
I'm a good friend of yours,موهيم أنا تايبالّيا المبادئ ديالك معوّجة
i know how to play cortos,كانعرف نلعب كورة سيرتو كانقلب مسيان
i'm waiting for two hours to go to the last night,خانبقا ڭالّس فتيران واحا يخوا ندوز فيه أخير ليلة
i like this,هاداك راه كايعجبني
the boy is waiting for me,الواليد بقا كايشوف فيا
he's a concierge,هو المخاير ف خدمتو
"i don't understand why i'm flying, but every time i'm in the sky",ماتانفهم تا زفتة ف الطيارةت و لكن كانتخلع كلّا مرة تانطير ف السما
i destroyed my daughter,دمرت بنتي
if only I could live at the sea,كون غير قدرت نسكن فدوك لڤيلا على البحر
Did you turn in your jacket pocket?,قلبتي في جيب ديال جاكيتك؟
i like people for me to go to camp for a while,كيعجبوني ناسّ لي كايديرو خيام ديال لفتور فرمضان
you don't pay them,ماترفديش لهم
you are too old to have juice,عمرك ت عصر داك البنان عصير
she has it right,راه عندها صح
god is old,الله إعمره دار
Of course!,طبعا!
I didn't raise you,ماشي هاكا ربيتك
the baby has come in,الواليدة ديالو دخلات الهبس
I'm waiting for you,سيفت لينا ديك تصاور
that's funny!,هادشي مضحك!
I'm coming and going,أجي وڭف حدايا
help me,اجي عاونيني
it's too late,كاتهڭر على مرا
you are good,نتي هوك مزيانة
what's your birthday today?,واش عيد ميلادك اليوم؟
i will take care of something,أنا غادي نرعى شي ماعز
i'm not here,حيت ماشي كولش هنا كايفهم
it's a lot of activity,غادي يكون بزاف ديال النشاط
i have one doctor,دواز ليا واحد فاكتور
i wish i couldn't rest,وليت باغي غير نرتاح
i'm on vacation,أنا فعطلة
"i'm late, i'm happy to write a book for my buddies","سيمانة لي فاتّ, سعيد كتب برا ل صاحبو"
I'm afraid of something,ماتخافي من هيتا شي حاجة
i need to see,نتشوفو
you don't wanna hear you,سكتي مابغيتش نسمعك
I don't think he's gonna leak,مانضنش غادي يسرب المتحان
you are a doctor,شڭالك طبيب
you're done or not yet,رتاهيتي ولا مازال
stay alone in the house,كايبقا بوحدو ف الدار
have you lunched?,تغدّيتي?
you have a nap,عندك يشدوك تبات
they've been doing something,كانو تما شي شوية
"No, the whole lot of the coffiers",كلا قرعة كاملة ديال الكوفيتير
you don't want to be forced,الحرصة ديالو مابغاتش تجبر
she told me your money,قالت ليا مالكم
I don't want to see you at my company again.,ماباقيش بغيت نشوفك ف شركة ديالي مرة خرا.
i thought he'd explain to me why i didn't have a house,كان كيسحاب ليا غادي يبرّر دكشي لي دار
I'm afraid the penguins are too late to see them,نخاف البطاريق إنقردو قبل مانقدر نشوفهوم
i know he was comfortable with you,عمرو كان مرتاح معاك
don't cry,ماتبكيش
i can't count on you,واش مانقدرش نعول عليك في والو
Say it no no,إوا قوليه لا لا
Let me choose something for mama,خليني نختار شي زيوفة ل مام
Why don't you want to buy me a bag,علاش مابغيتيش ت قبط داك الساك لي لحت ليك
i thought i'd come back,راني كنت رجعت فحالي
if only I could build a school,كون غير قدرت نبني مدرسة
we're waiting for the next exam!,دابا نشوفو واش أيبقا هاكّا فلامتحان الجاي!
you have no army,وا عندك ماتجيش
live in the tent,عايشين غير فالخيمة
"Thank you when you thought of me, but I can't",شكران حيت فكرتي فيا ولكن مانقدرش
go write your lessons,سير كتب دروسك
Maybe we should give something to ease your pain,ممكن نعطي شي حاجة باش نخفف ألم ديالك
I'm not even drawing,كندير حتى شوية د الرسم
i've been too late,راني كنت بريط
allow me,سمح ليا.
i'm thinking of telling him the truth,تانفكّر واش نعترف ليه بالحقيقة
it's okay for my sister to come to me,عادي أختي دب يمشيلي
he's always late to get messed up,راه ديما راشقة ليه ملي كايجيب مسيان
i don't think i will extend this holiday,مانضنش غادي تمدّد هاد لعطلة
he came back,رجع تاني
both right and right,على حقو وطريقو
i have too much money,عندي بزّاف ديال لفلوس
where did you meet him,فين تلاقيتي معاه
I'm not gonna wanna hurry,مابقيتش باغي نشطح صافي عيت
it's not the season,مشا الموسم
go to them for a year,خود ليهم سنية
I will come and answer from dabba a bit.,غادي يجيو و يجيبو لموناضا من دابا شوية.
daughter of a bitch,بنت الدحوكية
i will find the occasion,خاصني نوجد ل هاد المناسبة
what do you say,اشنو نقوليه
Let me finish.,خليني نمتّل.
i want to keep my chair,كنبغي نحتافظ براسي
i didn't know how to touch him,نشوفو غي كيفاش نسفتوليه لمسڭ
how much is your bed,هاول تهكم فراسك
Aidan has one problem.,إيدان عندنا واحد المشكل.
i'm your father,طال دابا عاد ڭلتي ليا أنا باباك
he drinks water,كايشرب الماء
he will come to me,كان كيسحاب ليا غادي يجي عندي كايجري
she's wrong,هي ڭالسا مع خطا
I'm going to pray to you for help,أنا غادي نتلب لله يسهل معاك فهاد الخدمة
what did you find for dinner,أش وجدتي لعشا
what did you say,أش قلتي
i will go to the house with her hands,راه مشارجي لسلعة بسش يديها خدا لمينا
Where do you need a glass of champagne?,فين بغيتي كاس ديال الشمبانيا؟
the father shut up,الواليد سكت
my brain is in the morning,مخي صباح في موتور
it's a good time to be concerned,مرا فرحانة مرة مقلقة
he will be married,غادي يكون باغي يدزوج
but he worked as an engineer in a big place,ولاكن كانخدم كمهندس في موقع كبير
i closed my eyes and fell asleep,غمضت عينيا و نعست
"Oh, that's a good look",أوه، آه راه شفت نظر
"oh, thank god",شوية الحمد لله
it has a lot in it,دايرا فيها حشومية
we're coming to the point,حنا قادين الغرض
how did I get you,كيفاش قاديتك نتا
I don't want to hurry,مابقيتش باغي ن تزعل را كادرني كرشي
i don't understand,عاود شراهلي مافهمتش
I don't understand what's good,مافهمتكش مزيان
i'm waiting for you to say hello,كانتسنّا فيك ت سلّم علينا
our honor is no time,شرفنا بلا وقت
what do you know about the rest of us,واش عرفتي شحال باقي تبعنا
she stays on her side,تبقى فبلاصتها
Can you come back?,واش تقدر تعاود؟
I'm going to get you,أنا غادي نسبقكوم
your hand is sleepy,يقدر يدك نعس
what are you doing?,يالله تغدّيت
i'm happy as i'm crying,تقترت سيمانة وأنا كنبكي
understand your head,فهم راسك
if you want me to help you,كون جيتيني قبل نعاونك
they will answer to me,كايجيبو لينا مينيبيس كايدّينا ل شي بلاصة مزيانا.
I'm thinking about what you do,تانفكّر واش تقتع دو
where did you bring him?,فين حطيتيه؟
"i didn't think of this, i'm leaving her with too much money","ماكاتبقاش فيا هاد أنيا, غادي يخلي ليها بزّاف ديال لفلوسّ تخيل"
i see no card,أري لا كارت ديالك
And you're a griller,ونتي مشواه
i don't know what i'm doing,نتا ماعارف تا اشنو كانڭول و كاتعاود
how did you think that he laughed at this world,كيفكرني فشحال حنا سخر فهاد الدنيا
i'm looking,فشكل
what did you do?,واش هادوك كانو سبرديلات ت سپور?
how long have we seen you,شحال هادي ماشفناك
this is too much to take care of,هادشي موتير للإهتمام بزاف
"morning, Notella",صباح نوتيلا
i will be at my dad's,سونيتي عند بابا
I dare you to talk about this,نتحداك تنيّش على داك تير
I'm not slicing her money,الماشين شريحة بفلوس شيها
he did a lot of good work and left his neighbors,عمل شر بعيد و خلي جيران شهود
Who's yours?,من جيهتك?
You don't want to talk to him,مابغيتيش تلقا معايا لهلة يحييك
he asked for your flowers,طلب زهرك
Is this your dog?,واش هادا الكلب ديالك؟
you want to change me,بغيتي تحورجي الزنتي
you suffer with the boy,كاتعاني معا الولد ديالها
what's the situation,أش هاد الحالة درتو فيه
i know how to play piano,كايعرف يعزف ل پيانو
I'm not sick,أنا ماشي مزروبة
I'm gonna get you there,غادي ندخلك عندها
how do you like dinner?,كيكايعجبك دوز العشية؟
I'm not sure if it's okay,ديما كادڭولي فحال هاكا
what do you want,شنو بغيتي تقصدي
give me the heat,عطيني الحريرة
you are stubborn,هاديك عنيدة
i'm waiting for him,تمان كان طالع شوية
a teaching game is a rhyme,لعبة تعليمية تقافية هادي
I'm going to give you credit,أنا غادي ن نسب عليك إيلا زدت عليك التمن و سنا مافياش هادشي
"I'm sorry, we don't have",آسف، ماعندناش
i was very respectful of sartar's opinion,أنا كانحترم بزاف رأي سارتر
I don't want to talk to you,ماغاديش ندي عليك
if only I could push this road,كون غير قدرت ن دفع داك ديري من طريق
i will change your name,أنا غادي نبدل ليك اسمية
what do you do for your years of work,باش تولي غرايدي خاصك سنين ديال الخدمة
I don't think he's gonna think about it again,مانضنش غادي يعاود يفكر فداك الموضوع
talk to home,خاطبي دار
he found something with you that isn't going to travel,وجد معاك شي فليسات لهاد سفر
i bought cold clothes,شريت الحوايج ديال البرد
I'm going to pick up new people,غادي نتلقاو تما ناس جداد
I don't think he's gonna give him that eye try,مانضنش غادي يعمر ليه العين داك الحاولي
I don't think he's gonna have a team,مانضنش غادي درب ديك لفرقة العيانة
Have you tried to hurt your head,عمرك جربتي تجرح راسك
leave it in the house of your head,خليها بيارة في دار بها لهوما ديال راسك
I don't want to break up with you,ماغاديش نتفرق عليك
I'm still young how are you like this,مابقيتش شاب كيف كنت شحال هادا
he's got family,هو لي حاز عائلتو
that's right.,راه صحيح هادشي لي كادوي عليه
what's the matter with you?,شحال ساعا؟
you don't call me,ماتعاتليش عليا
i need you to give him protection,لي جبدك عطيه ديربو حامي على راسك
I pretended to write to her,زعمتكتب ليها
she shouldn't be drunk,مابغاتش ماماها ثمال
you're too late,عيّقتي
what do you want to do,واش تيبتي شي عشا
what do you want?,أحسن حاجة هيا وزي
my eyes are hurrying,عينيا ديروني
the mistake is that you didn't waste your time,زين الغلط لي درتي هو ماهدرتيش على هقك
he's been waiting for me,كانّ كايزاوڭ فيا
Does he fit the grounds?,شكون أيسبن الحوايج؟
I didn't eat meat or chicken,ماكاناكل لا لحم لا دجاج
go with your head,سير خمم معا راسك
the time is right,تا أمعا الوقت ههه
"i met one day and i gave my money, but i didn't believe it",تقت فواحد دري و عطيتو فلوسّي و لكن ماصدقش خدرني
i'm gonna get a good shot,أنا غادي نتابر باش نجيب نقطة زوينة
you are too hot,شتك داخلة سخونة
my father is a family boy,والدي ولد عائلة
