src,tgt
أنا غادي نغلق الدكان عند يوم الجمعة,i will close the shop by Friday
مانفكّر بزاف,dont think to much
أنا بخير,I'm good.
وصلنا للندن بعد ظهر اليوم,we reached london this afternoon
كُلّ يَوْم في مكان,every day in a place
كون غير قدرت نسافر في بزاف,if only I could travel at september
هاد الرحله ديال طويل؟,will this trip take long ?
ماننسى دارك ديال ديال ديال ديال,dont forget your RDV
واش مابغيتيش تصلّي,You don't want to pray
واش نكملو غادينا نخدمك باش نكمل,if we finish we will help you to you finish
راه راه,be good 
كانت تبدو مألوفة,she looks familiar
خادي الطريق الثاني على اليسار,take the second road on the left
حليب ومواعيد ضرورية عند المدخل.,Milk and dates are essential at the entrance.
ماكان يستطيع تركها تذهب,He couldn't let her go
ماكانجادي بزّاف بزّاف,i didnt find rent yet
كنت على حق في أخذ السيارة,You were right to take the car
مابغيتيش تخترعي شي شي غير مزيان,you should never invent unsful thing
ديما ماتركتنا ننام,she didnt let us sleep
هادا اللاعب هادشي بزّاف,this player is fast 
من تركك تختار هادشي؟,who let you choose this ?
غادي يكونو مقرّبين معا,They'd need to be very close together
أي شي شي مثير في الأخبار؟,Anything interesting on the news?
هادشي هاد هادشي,is it this much
كتيّب ليك تفعّل هادشي,how you gonna do it
كنت أعرف فقط في الوقت الحالي,i knew just now
أنا محتار بزّاف بزّاف,i'm confused to marry
واش نخسّر بزّاف بزّاف,you should neverlose hope
ليا,for me
كون غير قدرت على عمل هاد الرجل,if only I could work this man
راه بزّاف بزّاف بزّاف ديال ديال,you are too late to have a birthday party
تا بزّاف بزّاف تا غادي تشوف فهاد,you are too late to look if its open
أنا غادي نجمع المال,i will make money
هادشي هادي هادشي,you are an angel
متى غادي تخاليني,when will you pick me
أنا غاديتك,i told you
هاد الولد كان يلوّن الورقة,this boy colored the paper
واش راهم,i spotted them
أنا غادي ديال دراما,I Llike drama movies
واش تدخن؟,do you smoke?
غادي يتأخر بزّاف,I think it is too late
هاد هنا,come here
هادشيش تصعدي و لا تشوفي بزّاف,You are escalating don't look up too much. 
لكن لنلقي نظرة عليه,But let's take a look at him
مابغيتيش تجمعي المال,you should never gather money
كتبو في الدفتير,write in the notebook
واش جربتي كي تكون هادشي معه,Have you tried to be savage with him
الخوف هو سير في عروقنا.,Fear is running in our veins.
أنا غادي أنضمّ إليك,i will join you
كان عندك اجهاض,you had an abortion
أنا كراهيتي من ماتقدر,i hate who doesnt appreciate
ما عدا، راه، الشمس عادت!,"Otherwise, you saw, the sun is back!"
راه يصرف ليه,he spend money
أعطنا وصفة باشبوسا خاصتك يمكننا صنعها,Give us the recipe of your basbousa we can make it 
جميل.,Beautiful.
ماشي ماشي ماما ديال هادي,its not the mom that give
واش فطور فطور,the is in the breakfast menu
لحم مع الخوخ,meat with peachs
هادشي هادشي,There you go
غادي غادي نا نا نا نا نا ناجو,whatever he does he wont succeed
باش نبدا مرة أخرى.,Yes start again.
الآن كل ما علينا فعله هو وضع قائمة الضيف ونرسل الدعوات,Now all we have to do is make the guest list and send out the invites.
علبة من الشوكولاتة و صحافة يوم الأحد,a box of milk chocolates and the Sunday newspapers
راه ماينجح,he didnt succeed
مابغيتي نمشي في الخياطة,i need to go to the seamstress
فاتك الباص,you missed the bus
غير قدرتي على مساعدتي,only you can help me
غادي نغني بزّاف,I'll sing a song
صباح هذا اليوم تعطلت سيارتى,This morning my car broke down
مانضنشش غادي ننظف فمه,I dont think i will  clean his dirty mouth
بلاشي,useless
أنا ماعندي,i dont have it 
ماعندك ماعندك للمس لباسي,you don't have right to touch my clothes
ما الذي فعلته بك فتحدثي عنها بهذه الطريقة,Shame on you. What did she ever do to you? So you speak about her in this manner. 
ما أحسن فيلم شاهدته,whats the best film you saw
مابغيتيش بزّاف بزّاف,you are not wearing shoes
غادي نقابلهم في المقهى,i will meet them in cafe
المحل مغلق,the shop is closed
ماذا عن جانبك؟,What about your side?
واش توقظها,to wake her up
خليني نمشي لوحدي,Let me walk by myself
أنا تحداك على السيطرة على الزراعة,I dare you to control agriculture
العديد من الناس يعيشون في آسيا,Many people live in Asia
بزّاف بزّاف,minute
هادشي,3 big
كانت تنادينني,she is calling me
خليني نمشي,Let me be humble
هاد الشاطىء راه,this beach is exceptional
أنا ماش نسكر,i don't drink alcohol
راه طويل قد كتب رسالة,the tall man has just written a letter
فرارتي بزّاف بزّاف,you escaped last moment
كيف خرجت من هنا؟,where did she get out
دكتين لا تعني أنا على ماسا هاد,two ticks doesn't mean I'm on whatsapp
مانضنشش غادي يسكب ليا ديال,i dont think he will pour the juice
مابغيتيش غاديش,Don't be suprised
كان يغني طوال الوقت,He used to sing all the time.
نفس عميق أفضل من الصراخ والغضب,A deep breath is better than screaming and getting angry.
أنا أحب المغامرات,I like adventures
كنت غادي تا غادي ليا,you went next to me
كون غير قدرت نصلح ديال المدينة,if only I could fix the city roads
أنا غادي نمشي بوحدي,i will go by myself
أنا غادي نجعله يعاني,i will make him suffer
كان عندي العديد من التجارب في الحياة,i have many experiences in life
ديالنا ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,Always have a strong character.
هل أنت مجنون؟,Are you crazy?
غادي نمشي بشعرك,i will grap your hair
راه غادي ديال النهاية,morocco reached the final
واش نمشي عند الشاطئ,i wil lwalk by the beach
أنا أحب هذا المكان,I like this place
خلينا ندير هادي,Let's take a selfie
أنا سعيد أني وجدتك,I'm glad I've found you
مابغيتيش تهدي هدف,You don't want to set a goal
مازال عندي مال باقي من عيد ميلادي,I still have money left from my birthday
أنا شاهية, I'm palestinian
راه.,Mr.
راه,laugh now
راه بزّاف بزّاف بزّاف بزّاف,too many location
هاد السلّم ديه بزّاف بزّاف بزّاف بزّاف بزّاف,this stair has too much cement
هادشي بزاف بزّاف,He has a long face
حتّى لو كان ماشي ليه,even if its not his
أنا من شيوخ,I am a christian
شوف نشوف شي شي شي شي ف بوم,we see something in bm
واش اسم امهاتك,what the name of your mothers
ماعلمت ديها ديها الورود,i didnt know it has flowers
نسير على ما يرام,we are going well
دّعيتهم على ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,i called them on intercom
علاش تتصرّف بزّاف,why you act recklessly
كانتسنّا تتي ليك تا معاي,I'm waiting for you to come down with me
ما رأيك؟,what do you think ?
كان يريد أن يأتي,he wanted to come
هادشي فقط,just going
مافكّر لو كان بإمكاني تا غادي بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف باش بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف,I'm thinking if i can catch cold
أنا غادي غاديش ماعملت,i'm suprised of what i did
هل سبق و زرت أي أحداث تأريخية؟,have you ever been to any moroccan history events?
أنا تحداك تتنبأ بزّاف ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,I dare you to predict the outcom
خلينا,let us
غادي تا بزّاف باش تدقّ على الباب, you are too late to knock on door
كانتسنّا بزّاف تاعدّي ليا بزّاف,I'm waiting for you to make a juice
مابغيتيش تاخدش بزاف بزاف بزاف بزّاف,you need to not drink coffe anymore
هاد أول مرّة سيتحرّك,this is the first time he will move
راه راه راه,she looks suffering
أنا غادي نتسلّق هاد الشجرة,i will climb this tree
ماكانش راه راه هاد مشكلته,"He wasn't raised well, it's his problem. "
مابغيتيش تزيين,you want to download
أنا غاديت الورم,i took the tumor
هادشي هادشي بعقلي,That'll keep my mind occupied.
باش بزّاف بزّاف بزّاف,many details
عليك أن تطلبي من شخص يعرف,you need to ask someone who knows
أنا مشدود قليلا.,I'm a bit tied up
غفري ليا غادي نمشي,forgive me I will go
هادا هاد هاد هاد هاد هاد هادشي,the point is you're gonna find it
أنا سَأكدّس!,I'll be Octopussy!
أنا نحسّك,i feel you
راه بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف,hit your friend
أنا ماعرف,I don't know
ليلعب مع القطة,He plays with the cat
بلا مال,no money
أنا يُمْكِنُ أَنْ أَجْعلَ واحد إذا تُريدُ,I can make one if you want
هم يدرسون فقط في البيت,they study only at home
ستتشاركيها معي,you will share it with me
واش نحتاج للاخلاء؟,Do we need to evacuate?
عندك ما يكفيك من الأطباق و الفتيات؟,Do you have enough plates and galsses?
لو استخدمنا كزّاف في المدرسة سيكون خيرا للكوكب!,If we all used computers at school it would be better for the planet!
نادني,call me 
كون غير قدرت على تحية لوظيفته,if only I could salute him for his job
هاد عينك,help your eyes
واش كان يهتّم بزّاف,he wants he heritage
على أساس الموضة,based on the mood
أنا غادي نفكّر واش تفتّش على الاخطاء,I'm thinking if you looked for the mistakes
أنا بإنتظارك باش تفعل ماشي غير محترم,I'm waiting for you to do what is undeserving
كان كان ليا غادي نشوفه,i thought that  he will confront him
كان ليظنو دخل في السجن,i thought that he got in prison
صحن كبير,a big dish
هادشي ماسنعمل ليا,this will not work for me
أنا غادي ندير لك هادشي,I'll give you that
واش مايقدرش عايش شي,she can't do anything
بلا شك,no doubt
أنا أطبخ,i cook
تباركنا,we got blessed
متي ستتسابق مع هاد العدّال؟,When will you race with that runner?
هاهم,here they are
النمر حيوان بري,Tiger is a wild animal
هادشي ناس ماشي علماء,these people are not coscient
واش باش باش تهدر ليا,one you sell him
كون غير قدرت نحسّن لجعك,if only i softened your pain
كيف تعرف دائما الكلمات الصحيحة لتقولها بينما أنا غير راضي؟,how do you always know the right words to say when i'm feeling down?
واش سافرتي في الصيف,did you traveled on summer
ثق بي هاد الوقت,trust me this time
أنا أحبّيها مانستطيع العيش بدونها,I love her I can't live without her
ما معنى هذه الكلمة؟,What does this word mean?
تتأخري بزّاف بزّاف بزّاف,you are too late to do a visite
راه ليا كلشي ديال ديال,everyone gave me its back
راهين، أليس كذلك؟,"As a consolation, right?"
راه راه بزّاف,he is average
أنا أكره وور,i hate hard wor
أنا سَأَفْهمُ,I would understand
راه شعبي,he is popular
بعد أن نتكلّم,after we talk
بزّاف بزّاف بزّاف بزّاف,the rate of jobless is increasing
إمتحان تم تمريره,the exam got leaked
واش، مع غروب الشمس، هو الوقت المثالي لجري في ذئب أو دب!,"Besides, with the sun setting, it's the perfect time to run into a wolf or a bear!"
واش حصلت على تاشيرك,did you get your visa
هادشي صغيري,this is my young boy
هادا صغيرة,she is small
مابغيتيش تاكلّف نفسك بزّاف بزّاف,you should never push yourself too much
فهاد الفلاسفة ديال هاد الكتاب,It's a philosopher's take on what exactly an book is
تَدْفعُ له غذاءاً.,you pay him food
أنا مانستطيع العيش في مدينة أخرى,i cant live in another city
غادي تري، سيرا سيرا سيرا سيرا على ما يرام، أنا متأكد!,"You'll see, the journey will go well, I'm sure!"
رُبَّمَا يُمْكِنُ أَنْ تَجْلبَ سيفا، كفارس حقيقي للتاج!,"Perhaps you could bring a sword, as a true knight of the Crown!"
غادي نعتمد عليك,i will count on you
راه دابا دابا ديال ديال ديال ديال ديال ديال,he is always dizzy
أنا أعيش مع أصدقائي,I live with my friends
ما الذي تنتظره؟,what are you waiting for ?
غادي تتأخري بزّاف باش تصلّي, you are too late to pray
غادي نكلّمك,i'm talking to you
وجدت هادا لولدي,i found a for my boy
كونوا سريعين,be quick
إن أردت واحد، فسأفعلها,"If you want one, I'll do it."
وقف على راسه ديال بزّاف,He stood on his tiptoes
ماشي حاجة,no need
توقّف عن الكلام في الفصل,Stop talking in the classroom
باش باش باش بزّاف بزّاف فاش ماعوّل بزّاف ديالنا,all the kids have left now so they won't get in our way
صديقي راى كزّاف العالم,my friend saw all world cup matches
انتظرني حتى أنهي العمل,wait for me to finish work
كنت أتمنى أن أجمّد الوقت خلال اللحظات السعيدة و نعيش فيها للأبد,i wish i could freeze time during the happiest moments and live in them forever
واش معاه,beside him
أنا زوجتك,I'm your wife
طبيعيّة أنّه كان يشركها في مسيرها مع أخيها الذي ربّاها,It's normal that he would engage her going through her brother who raised her.
سكنت في قطرة,I live in Qatar
معلّم علّم هاد الفكّر بزّاف,the teacher explained the concept clearly
تذكّر ليا ماعملتيه,remember what have you done
واش سمعتي ماقلته,did you hear what i have said
أين هي الأماكن الجيدة للخروج والأكل؟,where are the good places to go out and eat?
واش ماخفت,dont be afraid
حاجتي تعطني المال كي نوصلهم,you need to give me money to wire them up
واش نشرب صودا في البيت,we never drink soda at home
أنا أشّف العفن,i smell mold
أنا غادي نخسّر بنتي,I will lose my daughter
إقتقني في العمل,economize at work
هاد القاضي عادل,this judge is fair
أنا غادي ناجد غشاش,i will find the cheater
غادي معاها قليلا,sit with her a little bit
مِنْ وقت لزّاف عتيق,from time to time when he go aboard
الحرب بدأت مرة أخرى,the war begun again
دري يسارا و ستجديها,Turn left and you will find it.
صبري,be patient
مابغيت نتزوج لزوجتك,dont marry for your wife
أنا في انتظارك تا غادي كلبك,I'm waiting for you to feed your dog
مابغيتيش غادي غاديش في إمتحانك,you should never cheat in your exams
من دون أن تقول لي ماعليه,without telling me what to do
ماكنتش غادي غادي ندير تليفزيون,i didn't like tv show
خشيتني,you scared me
أنا ماشيت ديال ديال ديال ديال,i'm still alte
هادشي هالك,this is messed up
أنا غادي ندير هاد الشغل,i look for job
هاد الوجبة متنوعة,this meal is diverse
صدّقت جدّي الحوريّة الصغيرة أيضا,I believe the grandfather of the little mermaid too
نادني على أيّ يوم,Call me anyday
واش خايت هادشي هادشي هادشي,i thought that will become polite
كانتسنّا فيك تخلطي صودا,I'm waiting for you to mix two sodas
ضافّة غادي,side hussle
راه ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,is the place vivid
واقتدت أطفالي وابي، و زوجي، ورحلنا.,"I picked up my children, my father, and my husband, and we went."
كيفيّة قول هادشي,how to say this
واش راقية واش تلائم اللهجة,It's not elegant and doesn't match the accent.
فرامل,i brake
مابغيتيش تاخد ديالك,you should never to take your right
على الأقل,at least
أنا جِئتُ إلى murocko عدّة مرات,i came to morocco many times
علّمتي مابغيتيش,you know it dont you
لو كان ليا غاديش ماكانش يطرده,if he were useful he won't kick him
راه عنيد,he is stubborn
كوركومي جيّد لaccne,korkome is good for acne
بلا مقدمات,without introductions
ولكن هناك العديد من الخيارات للاختيار من.,But there are so many options to choose from.
تفكّر شرّاهم,Do you think of buy them
واش نا نا نا غادي نتا غادي,honestly i'm too tired
أنا مانستطيع غفرانهم,i cant forgive them
واش خاصها تا بزّاف من أجل أطفالها.,She puts her own interests aside for her children's sake.
العريس سيأخذ العروسة في رحلة,The groom will take the bride on a trip.
كنّا نبحث في محل آخر,we look in another shop
ضحكت بزّاف,I laughed so hard
مانعرفش ماكونتي معي واش معها,i don't know if you are with me or with her
واش غادي نتعشّا!,Let's have lunch !
راتك تتجسسين عليه,I saw you spying on him
كان عندي بزّاف بزّاف و أنا أحبّ المجيئ هنا و الاستمتاع بالهدّام,I always have some leftover bread and I like to come here and enjoy the quiet.
غادي نمشي ديدرا,i m going dirry
واش نعرف كل شي,now we know everything
أنا لست بغيا، هم حيواناتي، أنا أطعمهم جيّد!,"I'm not stupid, they're my animals, I feed them properly!"
راه راه بزّاف,he is in good mood
راه نادر تاجد هاد ماستر,it's rare you find this master's
واش تتأخري بزّاف تتسلّل على الخيل, you are too late to climb on horse
هادشي هادشي ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,which direction is the tram going
غادي نتا غادي غادي,i woke up angry
عرفت للتو أن الإمرأة كانت حبلى و تركتها,Just found out the woman was pregnant and left her.
اعتن بأولادك,take care of your children
هو لعيد ميلادك,It's for your birthday
أنا فقط عُدت من المستشفى,I just came back from hospital
عِنْدي تزين اليوم,i have an appointement today
أنا مانصدق,I don't believe 
مابغينا نربح كُلّ كرة,our determination to win every ball
أنا زوجتُكَ.,i'm your step wife
كانو يضايقني,u abuse me
تتأخري بزّاف بزّاف بزّاف,you are too late to cover
أنا غادي نناديك,I will call you
استرخوا واكتشفوا أن كل شيء يسير على ما يرام,just relax and find out everything's going well
غادي كان راهية,Lunch was fine
أنا مانستطيعش نديرها,i cant do it
واش ليك بزّاف بزّافك,come fold your clothes
نادو على زوجها,call his husband
واش غادي غادي ندرس,if only i went to school
واش تكوّن واش ديال راقيّة,you make a good meal
ناصح واحد,one advice
ركّز على دراستك,focus on your study
علاّك الله,god help you
أنا غاديك تا,I will pay you back
راه راه بزّاف,it looks worse
راه ليا,they told him
عيد سعيد,happy holidays
خرج من هنا,get out
اه... يعتمد عليك...,Uh... it depends on you...
راهك,you immature
بزّاف بزّاف,bold
راه فقط يتصرّف ليحصل على عقاب,he is just acting to get a penalty
راه ولدها,he is her son
أنا يُمْكِنُ أَنْظرَ كيسكَ.,I can see your bag.
أنا دفع ثروات لصيانة هذه الآلات!,I'm paying a fortune for the maintenance of these machines!
علّم لي ما ندير لتعلّم هاد اللّغة,explain to me what to do to learn this language
عادل بما فيه الكفاية.,fair enough.
أنا غادي نمشي في المزرعة,i will go to the farm
ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,cows are smelly
أنا أحب الأفلام الرومانسية,i like romantic movies
قال ليّ أنها لا تعرف شيئاً,told me she knows nothing
رانا ماعندك,tell us what you have
كل شيء سيري بزّاف,everything will go easy
مابغينّا غادي نديرو,we wont be heavry guests
راه راه ليا ليا,he is oppressing me
راه ليك راه راه,basket makes you taler
ما من أحد سيتذكرك,no one will remember you
جدّتي جاهت,my grandma came
غادي غادي غادي غادي غادي غادي,i'm angry for the mistake i did
غادي غادي غادي غادي,i forgot about adress
علاش مابغيتيش تتذكّر الخير,why you dont wanna remember the good
واش باش باش بكتابة؟,are you into writing?
أنا غاديت أبنتي في المستشفى,i took my daughter to hospital
هادشي بزّاف,we live far
أنا خايف,i'm afraid
أنا أعيش في لبنان,I live in Lebanon
أنا بحاجتك تكلّم ليا,i need you to speak to me
رُبَّمَا أنا واش غادي واش غادي يسمعنا و ياتو للنجّا,Maybe I will and someone might hear us and come to the rescue
أنا خايش في حذائي,i'm quivering in my boots
كانتسنّا فيك تديّر جريمة,I'm waiting for you commit a crime
رئيس المكتبة طيب جدا,the boss of library is too kind
أنا متزوّج بزّاف واحد,i'm married 1 yaer now
كون غير قدرت نسجل هاد الإمتحان,if only I could score this exam
خا دش حار,take a hot shower
أشباه دابا,like always
مانفكّرش غادي تتخلّى عنها,I dont think  you will forsake her
ماشيش ماشيش بزّاف,Nothing's happen
هادشي كل شي دكّر,is everything is paid
جاوب على الهاتف,Answer the phone
غادي تتأخري بزّاف بزّاف بزّاف بزّاف,you are too late to to give seeds
عدّة أوراق,many papers
هادشي كانا حقيقيين,she is true
لا تَمْسسُّ الجدارةَ,Don't touch the wall
أنا غادي نشوفك,I will come to see you
غطي نفسك,cover yourself
من قال لك هاد هادشي,who told you this
مر وقت طويل منذ كنا غادي نمشي على الطريق، اشعر و كأننا تاهنا,"It's been a long time since we've had to hit the road, I feel like we're lost"
عليك أن تطلب كأس كولا,You should ask for a glass of cola.
مابغيتيش تريني هادشي,you want to see me come
كل واحد عنده عقله,everyone has his mentality
علاش مابغيتيش توقفي الرئيس من الكلام,Why dont you want to stop boss from talking
و لكن أنا أتفق معك,But I agree with you...
نظرك بزّاف بزّاف,you look upset
واش كانت تباع ليا,she made sellou
غادي نذهب للمشفى الليلة,we are going to the hospital tonight
هي ماتزال صغيرة,she is still young
من كان في الاجتماع، واش راه الجميع؟,"Who was at the meeting, and did everyone behave themselves?"
مابغيتيش تديري المشروع,You don't want to supervise that project
عليك أن تعرف كيف كانت في البداية,you need to know how she was in the beginning
أنا غادي نضمّي,i wanna join lotery
غاديته واش غادي ناعوم,i called him found him asleep
راه ليك؟,Are they familiar to you?
هادا الحالة سيئة,her situation is bad
كان الكثير من المشاكل,many problems happened
كانضن ليه جلب ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,i thought that he brought his dad ciggs
وامشي لشاطس الشاطيء,go to the beach
هادشي معاه,who went with him
علاش مابغيتيش تهدم هاد اللّفّة,Why dont you want to bend this toy
هاداك تجربين ليكزات جديده واش تهتّم بزّاف؟,are you a fan of trying new cuisines or sticking to familiar ones?
هادشي بزّاف جدّي,he talks seriously
أنا أعلم، أنا أعلم، وأنت ماتش تتماسك,"I know, I know, and you're not holding up"
شوية يمين و يسار,look right and left
الحافلة جات,the bus has came
ديال ديال ديال ديال ديال ديال,the fridge isn't working
الوقت يمر فزّان,time pass fasr
مانعرف كيف نخرج,I don't know how we're gonna get out
هاد الوقت يناسبني,this time suits me
أنا خايف جدا في الواقع,I'm quite scared in fact
ماكانش نتخيل شيد شوروق تلعب ليه ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,I can't imagine Mrs. Chourouq playing soccer
كون غير قدرت نختار نهارا,if only I could choose a day
كون غير قدرت نحسك,if only I could jinx you
مابغيتيش هديرا,Don't be hypcrite
كُلّ الرجال رهوا,all men have rested
هاد الهمبرغر هنا لاحقا,The hamburger will be here later
علاش ماشي,why not
راه هاد المسابقه جلبو الكثير من المال,this contest brought a lot of money
ماشي في اللحظة,Not at the moment
أنا غادي نرجع بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف,i will get match ticket
مابغيتيش تا غادي تاغيش,you should never endure hardship
هاد بزّاف في الشّتّان هنا؟,Does it often snow in the winter here?
أنا ماتش حاجة هادشي,i don't need this
مابغيتيش نكتب هاد الموضوع,i want to write that topic
واش تاين نا هاد ديال ديال ديال ديال ديال ديال,wait i bring headhpones
كانفكّر لو كان بإمكاني أن أشفي,i think if i could heal
تحداك تزيين البيت,I dare you to decorate the house
راه جيّد,good scent
واش نتأخر,I may be late
غادي غادي نتوت,forgive me i got nervous
راه بزّاف يكلّف,how much does it cost
شوف ماعندنا,look what we have her
كان عندي العديد من التجارب,i had many experiences
راه أمريكي,he is an American
مابغيتيش تطفئي تليفونك واشنا في عطلة نرتاح,You don't want to turn off your phone when we're on vacation to relax
أنا غادي نغيّرك,i will fascinate you
صدّقني إن قلت لك ستفوز,believe me if i said you will win
هادشي هاد البورصة,are in these markets
عليك أن تحارب,you need to fight
هادشي مشكلة؟,is there a problem ?
هاد الوقت عندنا تجربة جديدة,now its time we have a new experience
واش تاكد ليا هادشي مايريده,are you sure this is what he wants
مابغيتيش تختير,you need to choose
ها هو,here it is
مابغيتيها تاخد,she want to take 
غادي نخفيك من المحل,i will hide you from shop
عندك كلمتي,you have my word
ماشي ماكينة حبلا,she is not pregnant
هادا خطة جيدة,this is good plan
واش جربت ليك تا نا نا نا نا نا نا نا نا نا نا,Have you tried refuse a contract
غادي تاكلك,she fooled you
راه ليا غادي ليا ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,the wind rustled the leaves
واش هادشي,you are schemy
راهتي فيل سينما بزّاف بزّاف بزّاف بزّاف؟,have you watched any good movies lately?
واش تساعديني واش ناجد بديل للمنتج الذي اشتريته في المرّة الماضية؟,can you help me find a replacement for this product that i bought last time?
وحتّى لو لم تجد حلاّ لك,And even if she didn't find a solution for you 
هادشي غير قابل للرفض,this offer cannot be refused
مابغيتيش تادخلي من هاد الباب,you should never enter from this door
كانو يلعبو المفضلين,they're playing favourites
علاش مابغيتيش نخدع هاد الرجل,Why don't you want to scam this man
راه ليا و ليك,its either me or you
أود أن أعرف كم من الوقت تبقى ليا لدراسه,I'd like to know how much time I have left to study
ليا ليا ليا ديال ليا ديال ليا ليا,my friend moved out
كانضنت ليه غادي يأكل معنا,i thought that he will eat with us
إن طلبتي مني,if you ask me
راسي دائخ,my head is dizzy
واش تشوف ليا,can you show me
أنا غادي الله,i sweatr to god
راه هاد هاد الدار,whats this place called
واش جربتي تا غادي تا هاد الشركة ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال دي,Have you tried to boycot this company products
أنا سَأعْمَلُ مادّو فزّا و ديال جهدي,i will do what it takes to win and do my efforts
كون غير قدرت عايش ديال ديال ديال,if only I could find a default
شوالي ماشي هنا,My socks aren't here
مابغيتيش نغيّر ثقتك فيّ، لا بأس,"You don't want to renew your trust in me, that's fine"
لقد حوّلت بزّاف واحد مليار بزّاف خاطيء!,I accidentally transferred 1 billion to the wrong customer account!
غادي غادي غادي غادي غادي,i took food and did ir
كانن ظنّنّا أنّه سيتغيّر,i thought he will change
هادشي بوحدك,are you here alone
غادي نعتني بها,I will take care of her
ديال ديال ديال غير جيّد للصحّة,smoking isn't good for health
أريد أن ننتهى خلال يومين,i want to end in two days
عرس غادي,wedding tomorrow
مانضنشي غادي يتفق مع زوجته,I dont think he will agree with his wife
فكّر فيها ورجع ليا,think about it and get back to me
جدّتي تَدْعو,my grandma is calling
دقّق جيبك,check your pocket
عانيت بزّاف غادي نعلق في هاد الرفع!,I'm very fed up about being stuck in this lift!
ماشي معاه,its not the same
فاتك وقت متأخر لترتيبي لباسك, you are too late to organise your clothes
ماكنعرفش كيف نمسكك,we don't know how to caught you
منذ متى واش بدات تاخدها؟,How long has it been since you started taking them?
واش عندك هاد,do you have that
واش تاغيّر بزّاف,make tea
كنت بإنتظارك تجادلني,I'm waiting for you argue with me
راه راه غادي ندير بزاف,its better to go in spring
واش تتسكع مع الاطفال تصبحين مثلهم,if you hang with children you become like them
راه,day
واتمنى لك تا غادي من المفاصل,And I hope you get a respite from the arthritis!
هادشي,he has
كون غير قدرت نا ناخد كلبي خارج,if only i took my dog outside
كانضنّا غادي غادي غادي غادي غادي تسخّنّي,i thought that  the cover will heat me
علاش ليا,why me 
علاش مابغيتيش تدق على الباب,why you dont wanna knock on door
نبغي أن نتعلّم كيف نطبخ,I want to learn how to cook
ماكان مايقدر عليه,he couldn't finish
عمرك حاولت تاكل كلبك,Have you tried to feed your dog
واش نرتاح,now we can rest
هاد الخضر طازجة,this veggies are fresh
أنا غادي نضغط على زر النداء مرة أخرى,I'm going to push the call button again
أطفئي الغاز بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف باش بزّاف بزّاف بزّاف بزّاف بزّاف بزاف بزّاف بزّاف بزّاف,turn off the gas since you're there
