src,tgt
I'm waiting for you to invent something,كانتسنّا فيك ت بتاكر شي حاجة واعرة يخد بيها شاعب
What exactly did he do?,شنو دار بالضبط؟
i like it when i get off my phone,عجبني الحال ملي بعدت من تيليفوني
just coffee,غير القهوة
Do we have to repeat the same conversation?,واش غانبقاو نعاودو نفس لهدرا؟
weekend,ويكاند
i want to go in my situation,بغيت نمشي فحالّي
you can come back,راه تقدر ترجع
you are too late to start training,تعطلي بزّاف باش تبدا تدريبات
i will be angry if i keep following this boy,أنا غادي ن نحرف إيلا بقيت متبع هاد الدراري
you came to your room,جيتي فوقتك
he was doing his job,كانّ كايدير غير خدمتو
I'm single,أنا مولحيد
who will excavate,شكون غايحفر
i need to send my boss an email,خاص نصيفت إيميل ل باترون ديالي
how would you like to go to the beach?,كيفاش كتبغي دوز ليكند ?
if only i saw you,كون غير شفتي ليك شي خدمة
tomorrow we will call the police,طال غدا وندكلاريو عن البوليس
sports clothes,حوايج ديال الرياضة
I'm getting tired right now,كانشبع دغيا
I'm waiting for you to sew a shirt for my young son,كانتسنّا فيك ت نسج ليا شي تريكوات ديال سوف لوليدي صغير
this house is quiet,راه متنازل هاد دار ماكاينش صداع برا
there are too many ducks this year,كاين بزاف ديال البط هاد العام
he has nothing to give him,لي ماعندو بلا طولدو ليه حمرتو
when i'm taking a taxi,فاش كتسب شتا كانشدو تاكسي
my family brought me a chocolate,جابو ليا العائلة من برّا لحلوا و شكلاط
we went to the floor,تلاعنا لستح
Why don't you want to determine when to get rid of stress,علاش مابغيتيش تحدّد لوقيتا لي خاطرج منها من حدّمة
the car is broken,القنبول ديوا سما
i just came back from germany,يالله رجعت من ألمانيا
Don't let him accuse you,ماتخليهش يزعم عليك
he is angry,تفرق عليا
you should never forget the door,عندك تنسى الباب محلو
I washed my bag,حزيت ساك تقيل بزاف
answer me or explain,جاوبي أولا تفيه هنينا
i prefer brown,كانفضل البني لقديم على جديد
take it to you,تقداو ليكوم
"You could go and get me some meds, they're all on the table","تقدر تمشي تجيب ليا شي دوا ديال راس, راهوما لفلوسّ محوتين فوق طابلة"
i thought that he will tie the rope,كان كيسحاب ليا غادي يعقد داك الحبل باش ماتيحش للخدمة
i will eat you,كملي ماكلتك
i came from market,عاد جيت من سوق وندوك
Is it going to rain tomorrow?,واش غادي يتح شتا غدا؟
i will fund this project,أنا غادي نمويل ليك هاد المشروع
we were in this situation for a couple of weeks,بقينا زوج سيمانات في هاد الحالة
i will not see another person,ماكسي موخليك نشوف شي هد آخور
you should never imagine what happened yesterday,عمرك ت سوّر دكشي لي وقع لبارح
i will yell at the dog and then i will scare him,أنا غادي نعيي لكلب وموراها نلوحو باش مايتبعنيش
but i will go with you,ولكن غادي نمشي معاك فيهادي
i heard him running,سمعت مشا يهرب
It takes time,كاياخد الوقت
i was scared,لملحة دودت
Without going too far.,بلا ما تمشا بزّاف.
you are too busy traveling,باش حسّيتي ملي لحكام سفر
the dog is a dog,لكلب طبع ديلو
if only I could brush my teeth,كون غير قدرت ن خسل سناني باش مايبقاوش سفرين
i thought that he will criticize what happened in this country,كان كيسحاب ليا غادي ينتقد دكشي لي واقع فلبلاد
did you do sports,درتي سپور?
i found a frog in my room,لقيت فر فبيتي
I think if i can avoid this trap,تانفكّر واش نقدر نتفادا هاد لفاخ
before the interview?,جاي على قبل الإنترفيو؟
he told me,لا هوى لي قالها ليا
he helps people who are not good,كايعاون ناس لي مافحلهومش
i bought a good product,يالله كيوصلتني تلاجة لي شريت
they,أندهم
why did he marry her,علاش تالقها عليا
that's why you're so angry,داك المشقوف ديالك سدعنا
i'm tired of playing with my friends,عيت من ندارب مع دراري ديال ديرب باش يلعبوش حدا باب دارنا ولكن ماكيسمعوش
Happy eid,مبروك العيد
he is a good man,مخط من دوار
"Oh, well",أوه، واخا
you are too late to get him to work,تعطلي بزّاف باش حفّزو باش إخدم
we are inside you,داخلنا اليك بوجه الله
why you dont bring a bottle,علاش ماتجيبش قرعة حتى هيا
i didnt understand,ماعقلتش على راسي
i always yell at her,ديما مجرجراني معاها
i have ice cream,عندي تلجة كتخسر فيها الماكلة كاملة
we recently traveled to europe,مؤخرا صافرنا لأوروبا
you draw well,تبرك الله كاترسم مزيان
I'm waiting for you to pocket the bag,كانتسنّا فيك ت الجيب سداق
i'm tired of sports,مخيت طال الرياض
the manager is better than the boss,مدير خير مايترا باس
two nights,xi جوج تاع ليل
i thought that he will lose oil,كان كيسحاب ليا غادي يخلي زيت
Why don't you want to strengthen your house,علاش مابغيتيش تشدد الحريسة على دارك
Don't worry,بلا ماتفقسي راسك
it's hard to stay naked like you,راه صعيب تبقى ديما معري بحالوكا
you are too late to get out of this problem,تعطلي بزّاف باش تخروج من هاد لمشكل
Here you go?,هنا ياك؟
i said bad,أنا ماڭلت عيب
he has a gift,عندو فيديه
You had some of my ideas!,كان عندك بحال الأفكار ديالي!
That's a good idea!,هادي فكرة مزيانة!
this is the last time you do this,هادي آخر مرة دير هاكا
did you see what you saw,واش شفتي أشنو طرا جبيلة
we are lost,تلافتينا
my friend this year he is a chemist,صاحبتي هاد العام ماستر كيميا
"That's true, but I'd like to come here even when it's raining",هادشي صحيح، ولكن كانبغي نجي هنا حتى ملي كاطيح الشتا
the last two weeks are full,عودة الليا دوازة كاملين
are you happy,واش عجبتك
i don't like that,أنا ماعنديش معا داكشي
i will find it,غانلقاها واخا تكون تحت الأرض
with sickness and god,غير مع المرض والله
check with me please,شوفي معايا شي هل أختي عفاك
this medicine will help you,هاد دوا غادي ينفعك
can I see your bag?,واش ممكن نشوف صاك ديالك؟
to be a despo,باش يكون طوجورس ديسبو
That's convenient for the holidays.,هادشي مناسب ف العطلة.
What do you think about the content industry?,أش كايبان ليك فسناعت المحتوى؟
i dont know where this came from,ماعرت منين خرج ليا هاد شي
how much did you get up,وشحال باش مخيتي
you should never let the exam go bad,عمرك ت خلّي لامتحان يتسرّب
I just came back from the camera.,يالله رجعت من عند المصور.
i will examine the patient,أنا غادي نفحسّ لمريض
the work is stopped,زعما الخدمة مدمونة
we are too late,رانا عجانتو جبيلا
i will pay my debts,أنا غادي نخلص سناني
these pants come with a shirt,هاد سروال يجي معا تريكو
there is no such thing,مكاين هتاشي مانيع
if only I could build this,كون غير قدرت ن بني مسيان هادشي
he should love you too,حتى هو خاصو يبغيك
"They even ask me to stop, and I don't think anyone will answer.","كايصوني حتّا وڭف, و ماتانضنّش شي واحد غايجاوبنا."
he told me my heart will come back,كايڭوليا قلبي غادي يرجع
if only i fixed the car,كون غير قدرت نسوب ديك تونوبيل
this is my daughter,داكشي ديال بنتي ديالي تا أنا
i will go to taxi,اللهم نركب فطاكسي أولا نسوڭ فلمبوتيلياج
we are getting close,بدينا كنقربو
he fought cold,دخل معارك لبرد
we stayed in love,بقينا كنتحباو فشي بلايص حافدينهم
they keep yelling at me,بقاو تايدهكو عليا بهالا تستيت
he writes a letter,حسن كايكتب رسالة
who are you to say this,شكون نتا باش دڭولي هاد لهادرا
the problem is,القضية فيها إنّ
You don't want to pray for your friend,مابغيتيش تسلّي فوقتك
i figured out what to do,ونتيا أش غادي ديري
you should never go upstairs,مخصكش تلع ليك فراس
you have a problem,نتيا عندك دوق
what did you hear,شنو سمعتي؟
she changed clothes,داو المرة حوايجها باش تبدل
give me money please,ديني ل عفاك
"Anyway, I always use elevator","لموهيم, أنا ديما كانستعمل السانسور"
You don't want to express your feelings,مابغيتيش تعبر ليا التنشين
your friend who works hard,الحبيبة ديالك لي كادبر ليك ف الخدمة الواعرين
we don't need anything,ماخاصنا والو
the wedding last week,العرس داز سيمانة لي فاتت
they are gossiping,كتهما على شتيه
the engineers' pay has increased,راه للخر ديال هاد العام اختزاد الحلسة ديال المهندسين
stop and stop,واڭف واڭف عفاك عصر معاك هاد ليمون
this minister is gone,راه هاد الوزير حيدوه
come again,اجيو عدنا مرة أخرى
i work in the garden all day,نهار كامل و أنا خدام ف جردة
morning you will be well,صباح غا تولي لاباس
i have a plan,طرا ليا واحد البلان
Have you tried to humiliate him,عمرك جربتي تحضعو
i like this view,عجبني بزاف هاد المنظر
i'm not a beggar,كبشلاقيش
they said that he will be close,قالو را حايكون قريب إنشالله تايقدو شي تحديرات
if only I could stock a lot of tomatoes,كون غير قدرت نستوكي بزّاف من لمازوت و نعاود فيه لبيع
You don't want to make me angry,مابغيتيش تفحسّني را مفيا تا مرد كايعادي
dont be discouraged,ماتفقدش ل أمل
i'm coming to work,كانجي على قبل الخدمة
i have only one left,عندي غي واحد شوية باق نقدي
until the evening and I'll call you if you're busy,حتى العشية ونسوني ليك إيلا كنتي مسالي
we are like children of people,بحالنا بحال ولاد شعب
I don't know if I should choose a beach holiday or a mountain holiday in the summer,ماعرفتش واش نختار شي عطلة فالبحر أولا راحة فالجبال فصفر جاي
under the floor,تحت قبيلا
i didn't hear you,ڭاعما سمعتك أش ڭلتي
I'm trying to find out what's going on in my head.,كانحاول نعرف شنو كايدور فراسي.
we should always be happy,خاصنا ديما نكونو فرحانين
i will charge my phone,أنا غادي نشارجي تيليفوني
i will think and answer you,نفكر ونرد عليك
i want to write my book,بغيت نكتب كتاب ديالي
get out of this place,هرب من هاد الدومين
he could have been a danger to her and her son,كان غادي يكون خطر عليها و على ولدها
you don't have time,ماعندكش الوقت
i have nothing to do,أنا راه عندي معا بي و شرا
i'm tired,أنا مخلوع
Let me get lost,خليني نتزعل.
today,اليوم
his hand is light,إيدو خفيفة
can you find a bigger scale?,مانلقاش عندكوم شي قياسّ كبر ?
why did you do this ?,علاش درتي هادشي؟
all the houses i found didnt stop me,ڭاع ديور لي لقيت ماقنعونيش
I don't like your face?,وجهك ماعجبنيش؟
i will peel the lemon,أنا غادي ن قشّر ليك هاد ليمونة
I can't run,ماقدرش نركج
why you dont wanna double your car,علاش مابغيتيش ت دوبل تونوبيلات
Are you hungry?,غايكون فيك جوع؟
And that's what happens to a lot of people these days,و هادشي كايوقع البزاف ديال ناس هاد ليامات
just use it for your hair,صافي استعمليها لشعرك كامل
Mexico is in North America,المكسيك كاينة في أمريكا الشمالية
they pay for it,هوما لي كايخلصو عليها
did he tell you what happened,واش فخبارك أشنو طاري
i study french,خير كنقرا فرنسا
and ask people,وتسال بهالك ناس
what does that mean?,أش كايعني داكشي?
we eat only veggies,كناكل غير الخضرا
do you always feel like this?,واش من ديما كاتحس بحال هاكا؟
my father told me to buy a plate,سقرني الواليد نمشي نشري ليه واحد سلاية من حدا الجمع
"Which is better, spaghetti or chicken salad?",شنو اللي حسن، سباگيتي ولا سلاطة ديال دجاج؟
good night,سلام عليكم
Why don't you want to wear your clothes,علاش مابغيتيش ت نشر حوايجك فستح ماتخلعش مابقاتش توبات فيه
do something useful in your life,دير شي حاجة مفيدة فحياتك
sports teach you to be tough,الرياضة كاتعلمك تلتازم
there is something else,واحا كاينة شي حاجة أخرى
I dont think this will help you,مانضنش غادي سيهافيك هادشي
just put it on,غير بلاطي عليه
this is what this is,هادا ماهوا هادا
i will surrender,أنا غادي نستسلم صافي
he put his hand in his pocket,دار يدّيه فجيبو
i didnt go,ماتليتش مشيت
a little bit,شوية ب شوية
but what makes a woman so valuable,ولكن أش كيخلي المرة تكون عندها قيمة كبيرة
add tea,زيدو أتاي
time isnt right,الوقت ماكين
Are you going to wear the crown of the princess?,واش غادي تلبس تاج ديال أميرة؟
someone is talking,شي واحد هادينا
He seems nervous,كايبان متوتر
there was someone else in the kitchen,كان غير أحد في كوزينا
do you see me well,واش كتشوفني مزيان
I think if they trusted the police,تانفكّر واش أيتوّقو هاد لبلاصة ب ل بوليس
did you decide,واخريتي دكسي ولا لا
i'm tired,سوبت بغيرير والمسمن
i'm patient,خلال قادي نصبر
is there a rain,كاينا شتا خدة
this is what you say we can't do,هادشي لي كاتڭول مانقدرش نديرو
you are too late to announce your marriage,تعطلي بزّاف باش تعلن على زواجك
he is sick,ره مريض مسكين
your clothes are empty,حوايجك غا مشتّين
When did you get here?,امتا جيتي لهنا؟
see what i told you,شفتي شنو ڭلت ليك
when you are at home do what you want,ملي تكوني فداركوم ديري مابغيتي
learn a language that will benefit you,تعلمي لغة لي تانفعاك
i need to double my money,خاصني ندوبل ديال هاد الفلوس
be patient,صبري دب تلقاي ليستاهلك
i was blind all night,لليل كامل وأنا هال عينية
I'm one of them,أنا واحد منهوم
this shirt is too much,راه بحت كتر من القياس هاد توني
the moon is the way,القمر دوا طريق
this case is good,هاد القضية زوينة
you are too late to build,تعطلي بزّاف باش تبني
Whose haircut is this?,ديالمن هاد التقاشر؟
And here is nothing?,و هنا واخا مكاين حتى حاجة؟
What's up?,أش كاين?
i dont know how to do it,ماعرفتش يدبرو روشوم
you are cut off from them,قطاع العلاقة ديالك بيهم
i will not have heart transplant,مابقيتش باغي ندير عمليات زراعة ديال القلب
this school will never improve you,ماعادي تزيدك والو هاد المدرسة
how did you do that?,كيفش درتي هادشي؟
did you remember him,واش عقلتي عليه؟
the ruse will be hurting her,الروسا غايديرو ليها العكر
And that's embarrassing because I'm the one who's been assigned the red light.,و هادشي محرج حيت أنا لي مكلّف بضو لحمر
this is bad for you,عاد مخلية داك الحالة فيديك
they come a lot,كايحضرو بزّاف
i will eat it,مع العلم لوكال نكريه
"I prefer ducks, sometimes the rose is ugly","أنا كانفضّل لبط, لوز شي مرّات كايكون قبيح"
And don't forget your parents who used to sit at your house and study in the store,و ماتنساش واليديك لي ملي كنتي صغير وهوما كايحلسّو عليك فپريڤ ولا مكبرينك و كاتقرا فلمهزن
we don't know,ما كانعرفوش
my chef won't be happy,الشاف ديالي ماغاديش يكون فرحان
"Hey, how much is the bike price?","يا لاطيف, كيولّا مول پيكالا?"
Does your dog give off?,واش لكلب ديالك كايعط؟
if only i could catch the train,كون غير قدرت ن ركب ف القطار
i thought that he will catch me,كان كيسحاب ليا غادي يقتعني
"even if I get older, I won't change anything",واخا نكون كبيرة ماغايتبدل والو
i want books,تمنيا ت الكتوب
finish this video,كملو داكشي لي فيديكوم
when we agreed,امتا كنا متافقين
i thought that he will study at university,كان كيسحاب ليا غادي يقنعو باش يقرا فهاد الجامعة
"Oh, wow, amazing!",أوه، واو، مدهش!
go do the exercise,سير خرج معاه التمارين
he is a good man,هادي موضوع و ڭالّس كتلبني نتنازل ليه على دعوة
"Well, I talked to my mother and son this morning, and then I put my shoes on the floor","إوا, هدرت معا الوالدة و لمرا هاد الصباح, و من بعد حطّيت صبّاطي على برّا"
are you with me,نديك معايا?
I work at a Korean boss,خدام عند باترون كوري
i study chinese,عماين و أنا كنقرا شنوية
a loan from the bank,قرصة من القنفود و مايمشيش فالت
I dont think i will embrace islam,مانضنش غادي عانق الإسلام راه ديما كيعيرو
i will not tell you what to do,مابقيتش باغي نحدد ليك شي رانديز-vous حيت كاتجي فوقت خالت
But I don't think it was too far,ولكين ماكنظنش واش كانت بعيدة بزاف
You don't want to make that orange juice,مابغيتيش تعسر داك ليمون إوا شري عصارة
I'm talking about myself,كانهدر على راسي
you are not my friend,نتي ماشي صاحبتي لي كانعرف
i will not give my son,أنا مابقيتش باغا نعطيك ولدي
I think of choking,تانفكّر واش أنتخنق هانايا
she is not in the door,ولات تهرس ف البيبان
I put the best part in my paper.,حطّيت أحسن جزء فلورقة ديالي.
he gave them the patient,عطياهم شبر ديال تساع
you are too late to understand,تعطلي بزّاف باش تفاهم معاه
he has been working since morning,من صباح و هو كيهلل
i want to lose weight,لبنت أنا بغيت نقص ف الوزن
if you dont mind,والا غور تصوني لوا
if only I could hack this site,كون غير قدرت ن ختسرق داك سيت
where are you going,فين غاتمشي
"Stop me, let me finish my work.","باراكا عليا, خلّيني نكمّل خدمتي."
i thought that he will join the party,كان كيسحاب ليا غادي يدخل لهاد الحزب
are you in business or house,راك فشاريع ولا دار
you are sleepy,ياك مافيك نعاس
he didnt touch me,ملي ماقدش عليا علاش مزوج بيا
my teacher always tell me i speak like i'm translating word for word,لأستاد ديالي ديما كايڭوليا أنني كانهضر بحالا كانترجم كلمة ب كلمة
ok,واكواك
Let me see,خليني نشوف
go to sleep,سير تنعس
she is not of your level,هيا ماشي من المستوى ديالك
i need to change the table,خاصني نبدل تلامت راهوم قدامو
you will not fight with your hands,ماغاتردكش بيديك خاويين
this isnt your business,هادشي ماشي شغلك
i will pass the lesson,أنا غادي نقل درس
whats the recipe,أش لوصفا
when do you want to make house,امتا ناوين تديرو دار
are you from the us?,واش نتوما من أمريكان؟
I'm working now,أنا خدامة دابا
It's a weird feeling to feel it,الشعور غريب كانهس بيه
my mother called me,عيطات ليا واليدة علماتني بلموت ديال الواليد
dont be rude,ماتكدبيش علينا
are you still not getting the benefit of the rehab,واش مازال ماكيستافدو من تعاودات
may god grant you my wish,الله يعطيك متمنيتي
cut this bread with you,قطع معاك هاد الحم طروفة
It's not a shame to start from zero,ماشي عيب يبدا الواحد من زيرو
where did you learn english,فين تعلمتي الانجليزية؟
You don't want to get angry at him,مابغيتيش تزلق عليه و تويعطو
how is sun,قادية تكون شمش
you have something cheap,عندك شي حاجة رخيصة
i have a problem,عندي شلّا مايدار ليوما
i will teach you,هانا علمتك
i want to sell groceries,بغيت نبيع الحانوت
Ducks are very patient creatures,البط مخلوقات صبورة بزاف
i ask you like i don't understand,كانسولك بحال ماكانسولش مافهمتش
you have never had an experience like this,عمرك عشتي شي تجربة بحال هادي
how do you manage to save your time?,كيفاش كادير باش تندم وقتك؟
I dont think i will return the key,مانضنش غادي نفرجع ديك نفاحة
you are too late to store gold,تعطلي بزّاف باش تخزن دهب
no one is like him,مافيا لي يتحاش معا شي هد
he remembers us,كيفكر فينا
this is a year i'm looking for a new one,هادي عام و أنا كانوجد لتعاقروج ديالي
Are you feeling shocked?,محسش بصدمة?
i like to read books,كايعجبني نقرا كتوبة
What do you mean by pie?,أش كاتقصد ب طاي?
how much is your salary,كي جاك واش قدك
i cant believe this,ماقتانعتش بهادشي
especially in the city,خصوصا فلمدينة
what's the best book you've ever read?,أشناهوا أحسّن كتاب قريتيه فسخر?
go do what you want,سيري ديري لي بغيتي
i will go to the police,أنا غادي نتعدى عليل
You don't want to fix a goal,مابغيتيش تفيكسي شي هدف باش توصل ليه
i'm a pilot,ختبني بيلوط ومابغيتش
"yes, dream service",آي على خدمة ديال الأحلام
i need to finish the book,خاصني نكمل الكتاب
good things,إوا لي زين ره زين
i will give you a recipe,أنعتيكوم وصفة الشعر
this place is for work,هاد البلاصة خاصة بالخدمة
you are free but if you change your mind,نتا حور ولكن إيلا بدلتي رأيك هاهيا نمرتي
please read the quran,يالله قراو شي آيات دابا ديال القرآن و تولكو على الله
i will bring them,أنا غادي نجيب ليك لهمّ
its important to see,لمهم شوف غر قد
she doesn't come with you,ماكاتجيش معاكوم سترا
Why don't you want to invite a party,علاش مابغيتيش تعرض عليك لديك لحفلة
are you kidding me,واش كاتفلّا عليا?
poor sick,مسكين مريض
he lost,مشتو و هو إخسر
Why don't you want to suffer with us,علاش مابغيتيش تعاني معانا
this is the ninth,هادي التسعود قل للطلوت
you know you could get a contract,تماركي فيه تلعب فيه مسيان راك عارف يقدر يجيك شي كونطرة نادي من برا إوا بينو ليا حنّت إديكوم
what's your favorite art form?,أشناهوا أحسن نوع ديال الفن عندك؟
if i make you red he went to fight her,إيلا كانحمرك مشاي لاتقوا عليها بتنيس
can you check if this product is authentic or not?,تقدر تشوف ليا واش هاد لپروديت مسولدي أولا لا؟
i need to go to salon,خاصني نمشي ل سالون نصايب شعري
i want to get a phone,هبتي ليا تلامت لي كاينين الفوق
the basic idea is good,الفكرة الأساسية زوينة
i found gold miners,تلاقيت دوك لي تيقلبو على دهب فالوقت لي دوزت تما
What's wrong?,ڭدّاش?
you are welcome,عقباليك
they did give me a little bit of magic,رجعو ليا تعويذ قليل
where did you go today,فين مشيتي اليوم؟
congrats,مبروك
when he comes you are too,ملي جا ونتي حتى عليه العين
but ramadan is only 50dh,واخا غي لرمضان لي كاتوالي ب 50 درهم
Why don't you want to heal your problem,علاش مابغيتيش تداوي راس صعيبسك من داك المرض
why are you upset,مالك تقلقتي
he is jealous,بدا الحسد ديال الجمح
this recipe is common in many places,هاد الداهيرة منتشرة فبزاف ديال اللبليص
me,فيا
this is good,شهال هدي
i cant pass a day,وا نهار واحد مايدوزوش ليا مايمكنش
he lied about you,كدبو عليكا
I dont think you will retire from this job,مانضنش غادي تقاعد من هاد الخدمة راهوم باغينك
he is like a small child,تا هو داير بحال شي دري صغير
wait,طهلّا
i'm sorry and thank you for your parents' respect,سمحو ليا و شكران لايروحم ليكوم الوالدين
True.,بصح.
he is a good person,راه حدمة بوسيطة لي مخيتي عندو
this is true for short term decisions,هادشي صحيح بنسبة لقرارات القصيرة الأمد
dont be mad,ماتقمعش ولادك را باقين سخر
go on,صافي سير عليه
what do you have,أشنو مالكي واش نتي لاباس
you need to be respectful,خاصك توجهي بنادم
he chose to play for his country,راه اختار يلعب مع المنتخب ديال بلادو
you are getting tired,وينقص عليك شعا
Yes or I don't succeed?,إوة وإلا مانجحاتش؟
there is a lot of organization,كاين بزاف ديال التنظيم واخا هكاك
i'm afraid of my father,نخاف من خاي
you have to take pictures,عندك تبقاي تصيفتي تصاورك الأي واحد
he is angry,فران وڭاد بهوما
do we take them or not,واش نشدوهوم ولا بلاش
too much to take with us,بزّيز باش دوا معانا
if something happens i call her Marouta,إيلا جاتني شي بنية خانسميها مروة
that's my phone,داك تليفون ديالي
do we go from here or elsewhere?,ندوزو من هاد جيها ولا لخرا?
I dont think i will always be young,مانضنش غادي نشرّف ديما خانبقا شاب
i want a chicken,لي هفدك بغيت دجاج
my uncle works for a company,وعمي خدام فواحد شركة تعرف على واحد دريا
now you know why i'm afraid of you,دابا عرفتي علاش كنخاف عليك
he is wheelchair,تسدقو عليه بكرسي متحرك
"By recycling, exploring the ocean and finding new energy sources",عن طريق إعادة التدوير، وإدراك المحيطات ونلقاو مصادر جديدة ديال الطاقة
he need to go early today,خاصو يمشي بكري اليوم
i will wait for work,دابا غادي نتسنا باش يخدم
Let me live alone,خليني نسكن بوحدي
think again,فكر تاني
he is a bit stupid,راه غبي واحد شوية
I dont think i will be surprised,مانضنش غادي نتعجب راني موالف فيك هادشي
go do what you want,سير خود شنو بغيتي
this is a good idea,هاداك راه فران وقاد بحومة
the clothes and the order are expensive,الحوايج والأوامر غاليين
I'm trying to understand,أنا كانحاول نفهم
Why don't you want to get a good deal,علاش مابغيتيش تحيد عليك مدابزات
they dont know where i went,ماعرفوني فين مشيت
do you know what is your name,واش عرفتي شنو هيا سميتي
my eyes are bloated,عينيا منفوخين
You don't want to choke that dog with a knife,مابغيتيش ت خنق داك لكلب بلحبلمديالو
anyone with social questions should write here,لي عندو شي سؤال في دمان اجتماعي يكتبو هنا
i'm waiting for you for 2 hours,هادي ساعتين و أنا كانتسناك
he is always nervous,راه متوتر ديما قبل من المتحان
I need to drink water well.,خاصني نشرب الماء مزيان.
We're fired!,طلقنا!
I dont think i will give you money,مانضنش غادي حوّل ليك شي فلوس
go back to your place,رجع كيما كنتي
a gang robbed the money,واحد العصابة فرڭعو المال
how much you are worth,شحال تواحشتكوم
this is what i think,هادشي لي بان ليا
you told me,عاوتاني
the road is dirty,طريق عمرة تونوبيلا لاسقة ف تونوبيل
be careful,ردي البال مزيان
this will help you,هادشي غادي يفيدك
you will come with me,صافي بلما تجي معايا
understand understand,الفاهم يفهم
go with your kids,زيار مع ولادك باش ماينحرفوش
i still have a day,باقي عاقل واحد نهار زورت توقع ديال الواليد
this is very important,هادشي كايهمنا بزاف
i sell and buy,أنا كانبيع ونشري
i will go to mosque,غانمشي للمسجد
i will pay you,باقي غادي نتهل فيكوم
Have you tried to make a good appointment,عمرك جربتي تقاد شي أموعد و لي ختلقا معاك نصاح ڭاع
he doesn't listen to me,ماكايسمعش ليا
where is this place?,فين جا هاد اللوتل؟
every week,كولّا سيمانا
Good evening,مساء الخير
this chicken is still green,هاد الدجاج مازال خضر
that's the way it is,هاداك راه كايبقى هكاك
everything is upside down,كولشي تلعلي فراسي
i thought that he will understand the problem,كان كيسحاب ليا غادي يستوعب المشكل فين كاين
i'm sitting here,أنا باقة جالسة هنا
this is a penalty,هادي عقوبة
and i dont remember the teacher,و منسيناش القراعي لي طلب الأستاد
he will not come back,راه ماغايتعاود
It's not easy to find a new doctor working from a different city,ماشي سهل تلقا طبيب جديد كايخدم منين كاتغاير المدينة
When will you get off the bus,إمتا غادي ت تنزّل تامان ديال ديك تونوبيل لي عندك
Do you speak about British or French politics?,واش تانهضرو على السياسة لبريطانية ولا لفرنساوية?
The car consumes too much petroleum,الطونوبيلا كتاكل بزّاف ديال لمزوت
good morning,بصحة
he isnt a man,ماتكونش شماتة كون راجل
i feel sick,تاع معدة تان حس براسي
we are just you and me,بقينا غير أنا وياك
i will take a photo,غادي نوجد الفلفلة ونخود ليهم تصويرة
we are not with us,ماسكنوش معانا بزاف
there is too much stress,كاين شد بزاف
i said it but i was tired,قلت داكشي غير هيت تعسبت
he is open,يسبح ويفتح
he told me to bring him a bottle,قاليا ولد خالتي نجيب ليه واحد منيتة من عند صاحبو
i'm bored,والله إيلا الملل
this will not happen,هادشي ماغاديش يتعاود
small tours,طروفة صغار
will we show you the house,واش نوريك دارها؟
if you went to haram you will know you are breaking up,إيلا مشيتي تبعتي الحرام عرف راسك را غير خرقتي راسك
Hajj,الحاج
I dont think he will ride that motorcycle,مانضنش غادي يركب فداك الموتور
i will take back my right,أنا غادي نسترد حقي
he is a canadian,نادي كنادي
follow this rule,طبق هاد القاعدة
i'm making now,أنا راه كنتيب دابا
do you have arabic script,واش عندكوم كتوبة ديال العربية
we watch the match in the evening,كاين الماتش فالعشية نتفرجو
you are a telephon,نتا ليتلفان
you are a scammer,وايني راك زواق
what do you want to eat on your birthday,أشنو بغيتي تاكل نهار عيد ميلادك
you found it all but you didnt find it,لي لقيتيها كولها ولي مالقيتيهاش ديرها
i'm tired now,هادشي أصلانت علياخرجت
his money isnt good,تسارود ديالو حايب
white paper,لورقة بيضة
he ate meat and he ate fat,لي زع ياكل لحم و لي حشم ياكل شحم
my daughter has a wedding,بنتي كبرات ولات عروسة
it's hot,سخان الحال
go to market you may find it,سير لسوق ممكن تلقاه.
we have no doubt,ماعنديش عدنا شك
I'm sitting in hospital,أنا ڭالسا ف سبيتار
ok bring it,أوك جيب ليك نتا
we need to do a lot of training,يالله أ دراري يالله دربي هادا خاصنا نمركيو بزّاف
I dare you to speak,نتحداك ت بهرني
Are you ready?,واش نتا واجد؟
You don't want to find something you've lost,مابغيتيش تلقا شي دكشي لي دييقتيه
he is a fan of my family,هو كايجيني من العائلة
they went traveling,وڭالو مشا سافر
Where will I get the money?,منين غانجيب الفلوس؟
I'm waiting for you to solve this problem,كانتسنّا فيك تاارد داك شفّار
it's hot,سخون الحال
you are making money,موت نتا فهاد الفلوس كلاخر ديال شهر جيب ليا رزقي
i have two young girls,عندي جوج خوت توم
On the map we're about to find the fastest route to the best restaurant in the sector.,بالخريطة كنّا دغيا غالقاو أسرع طريق ل أحسن ريسطورة ف السيكتور.
is it hot,واش سخون الحال؟
wash your hair,مشت شعرك
we are making garbage,هنا شاعب هڭار
i didn't like the beach,ماكانش كيعجبني الخليع
I'm waiting for you to revise a program like this,كانتسنّا فيك ت نتاقد شي برنامج بحال هادا
i didnt know where to look,ماخليت فين قلبت عليك
he asked for you,اللهمدوله يسول فيك الخير
you are too late to put out the fire,تعطلي بزّاف باش تتفي العافية.
i will finish you,إوا شتي ها رابي خلصك
And finally I got rid of all the problems,و أخيراً تهنيت من هاد المشاكل
I'm studying in Lebanon,أنا كانتعلم ليبانيا
he study architecture,بول كايقرا الهندسة المعمارية
i was traveling to my parents,راني كنت سافرت عند واليديا
go wipe your tears,سير مسح دموعك
who is this,ختي أشمن بيم
no not a good idea,لا ماشي فكرة مزيانة
